time,acceleration
20.72,-0.025498966
20.74,-0.019806447
20.76,-0.013596966
20.78,-0.008581021
20.8,-0.001810156
20.82,0.003718126
20.84,0.008976388
20.86,0.014186333
20.88,0.019399665
20.9,0.02454199
20.92,0.029245309
20.94,0.028898625
20.96,0.023873941
20.98,0.019438258
21,0.018836577
21.02,0.020197897
21.04,0.015902218
21.06,0.00603384
21.08,-0.002700538
21.1,-0.002071919
21.12,0.006066198
21.14,0.01358881
21.16,0.020204117
21.18,0.023056416
21.2,0.020260706
21.22,0.017097983
21.24,0.014844245
21.26,0.012319487
21.28,0.009349805
21.3,0.002308096
21.32,-0.009074145
21.34,-0.020342824
21.36,-0.029844744
21.38,-0.030877709
21.4,-0.026056723
21.42,-0.022151788
21.44,-0.018847905
21.46,-0.014954077
21.48,-0.011072303
21.5,-0.007461984
21.52,-0.005272821
21.54,-0.007087913
21.56,-0.01015676
21.58,-0.012690262
21.6,-0.015346818
21.62,-0.018303426
21.64,-0.021266087
21.66,-0.023885797
21.68,-0.023929555
21.7,-0.022222357
21.72,-0.0208552
21.74,-0.018591081
21.76,-0.009094994
21.78,0.004671466
21.8,0.014908104
21.82,0.019028124
21.84,0.021005132
21.86,0.020016133
21.88,0.018141129
21.9,0.019218124
21.92,0.022319121
21.94,0.025072122
21.96,0.02776013
21.98,0.030759144
22,0.031802167
22.02,0.022607197
22.04,0.008578933
22.06,-0.002476126
22.08,-0.007261381
22.1,-0.009988636
22.12,-0.010875591
22.14,-0.008922647
22.16,-0.006772906
22.18,-0.005123469
22.2,-0.003363836
22.22,-0.001532407
22.24,0.000172373
22.26,0.001807932
22.28,0.003421543
22.3,0.004984447
22.32,0.006561644
22.34,0.008547032
22.36,0.010768612
22.38,0.012681581
22.4,0.01055554
22.42,0.003860785
22.44,-0.002852385
22.46,-0.008965172
22.48,-0.015422777
22.5,-0.022004903
22.52,-0.027499051
22.54,-0.030176222
22.56,-0.028003415
22.58,-0.02034663
22.6,-0.012272866
22.62,-0.004886422
22.64,0.001725707
22.66,0.00284752
22.68,0.001129101
22.7,0.000727282
22.72,0.002510195
22.74,0.004767772
22.76,0.006785445
22.78,0.008912016
22.8,0.010965087
22.82,0.010587759
22.84,0.007983034
22.86,0.005564412
22.88,0.003426495
22.9,0.001324083
22.92,-0.000137864
22.94,-0.001327124
22.96,-0.002629617
22.98,-0.003189103
23,-0.000475801
23.02,0.00361675
23.04,0.007203191
23.06,0.010739241
23.08,0.013486002
23.1,0.011110774
23.12,0.008241857
23.14,0.01132835
23.16,0.015808153
23.18,0.018953964
23.2,0.018528783
23.22,0.013700608
23.24,0.008587636
23.26,0.004073565
23.28,-0.000692828
23.3,-0.005173586
23.32,-0.004617271
23.34,4.44942E-05
23.36,0.003055626
23.38,0.002984602
23.4,0.002794461
23.42,0.003080498
23.44,0.003148311
23.46,0.003107998
23.48,0.002762455
23.5,-0.000602041
23.52,-0.006059233
23.54,-0.011166584
23.56,-0.016081077
23.58,-0.021227614
23.6,-0.023651199
23.62,-0.019812832
23.64,-0.014724515
23.66,-0.010663249
23.68,-0.006441933
23.7,-0.001950169
23.72,-0.000101235
23.74,-0.004723392
23.76,-0.01086968
23.78,-0.016045718
23.8,-0.021430806
23.82,-0.025043942
23.84,-0.020705126
23.86,-0.013321354
23.88,-0.007227125
23.9,-0.001210636
23.92,0.005180516
23.94,0.008579636
23.96,0.008153425
23.98,0.007679486
24,0.007759023
24.02,0.007573637
24.04,0.007287631
24.06,0.007144407
24.08,0.007040567
24.1,0.006931912
24.12,0.006866544
24.14,0.006850165
24.16,0.006868274
24.18,0.006922474
24.2,0.006883066
24.22,0.006033149
24.24,0.004697925
24.26,0.003492994
24.28,0.002062755
24.3,-0.00153919
24.32,-0.006577642
24.34,-0.011360001
24.36,-0.015631666
24.38,-0.015426337
24.4,-0.011373013
24.42,-0.007750392
24.44,-0.004648273
24.46,-0.001551954
24.48,-0.003180634
24.5,-0.009884409
24.52,-0.016502079
24.54,-0.02254274
24.56,-0.028177391
24.58,-0.027238027
24.6,-0.021617645
24.62,-0.016871241
24.64,-0.012684808
24.66,-0.008023842
24.68,-0.003373436
24.7,0.001069116
24.72,0.005530619
24.74,0.01004538
24.76,0.015227705
24.78,0.0228755
24.8,0.03153137
24.82,0.03990632
24.84,0.048273354
24.86,0.055617475
24.88,0.061907685
24.9,0.064375984
24.92,0.059940371
24.94,0.051576844
24.96,0.036684398
24.98,0.019790028
25,0.003975628
25.02,-0.01169351
25.04,-0.023676691
25.06,-0.018871823
25.08,-0.006708711
25.1,0.003041038
25.12,0.011165019
25.14,0.011017027
25.16,0.005032356
25.18,6.0105E-05
25.2,-0.004212548
25.22,-0.009046994
25.24,-0.013868743
25.26,-0.018429702
25.28,-0.022996675
25.3,-0.027520669
25.32,-0.028078687
25.34,-0.022387733
25.36,-0.016133811
25.38,-0.010881923
25.4,-0.005481671
25.42,-0.002272257
25.44,-0.002291383
25.46,-0.002651151
25.48,-0.002716061
25.5,-0.003169217
25.52,-0.003935518
25.54,-0.004844267
25.56,-0.006861365
25.58,-0.010569313
25.6,-0.014827912
25.62,-0.019145562
25.64,-0.023858265
25.66,-0.02895802
25.68,-0.034215826
25.7,-0.036322682
25.72,-0.031879586
25.74,-0.026474534
25.76,-0.022138522
25.78,-0.015406546
25.8,-0.006364402
25.82,0.002232718
25.84,0.010381218
25.86,0.016581104
25.88,0.017977982
25.9,0.018272856
25.92,0.019355731
25.94,0.020096611
25.96,0.0172985
25.98,0.0119164
26,0.007085215
26.02,0.002764947
26.04,-0.000570802
26.06,0.001186971
26.08,0.005752966
26.1,0.010251187
26.12,0.015068236
26.14,0.020441314
26.16,0.024707422
26.18,0.028023561
26.2,0.030242732
26.22,0.028869934
26.24,0.026489166
26.26,0.022790425
26.28,0.01716771
26.3,0.011675016
26.32,0.006681141
26.34,0.001508681
26.36,-0.005445669
26.38,-0.013532613
26.4,-0.017420254
26.42,-0.014914896
26.44,-0.011919542
26.46,-0.009870496
26.48,-0.007480859
26.5,-0.004924934
26.52,-0.002646624
26.54,-0.000527669
26.56,0.001498247
26.58,0.003335103
26.6,0.004822538
26.62,0.003811748
26.64,-5.936E-05
26.66,-0.004211811
26.68,-0.008607485
26.7,-0.013297392
26.72,-0.015302333
26.74,-0.01468831
26.76,-0.014917325
26.78,-0.018115377
26.8,-0.022582468
26.82,-0.026899598
26.84,-0.031637766
26.86,-0.03522097
26.88,-0.029848209
26.9,-0.01971448
26.92,-0.011096778
26.94,-0.003092301
26.96,0.002087056
26.98,0.001215698
27,-0.000785731
27.02,-0.001939447
27.04,-0.003141424
27.06,-0.003296199
27.08,-0.002575367
27.1,-0.001957423
27.12,-0.000920693
27.14,0.002267118
27.16,0.006450225
27.18,0.010484762
27.2,0.014660535
27.22,0.017601347
27.24,0.019104201
27.26,0.021229103
27.28,0.023999054
27.3,0.026679058
27.32,0.025259115
27.34,0.018844227
27.36,0.012734396
27.38,0.00821842
27.4,0.0055248
27.42,0.003479236
27.44,0.001521026
27.46,-0.000279819
27.48,-0.003424831
27.5,-0.00774188
27.52,-0.011800277
27.54,-0.015626621
27.56,-0.019148914
27.58,-0.016151155
27.6,-0.006414842
27.62,0.002959024
27.64,0.011282446
27.66,0.019913425
27.68,0.027664461
27.7,0.034075555
27.72,0.036575707
27.74,0.034677916
27.76,0.031899179
27.78,0.024103495
27.8,0.011793858
27.82,-0.000141764
27.84,-0.008869986
27.86,-0.013640803
27.88,-0.016468289
27.9,-0.014057748
27.92,-0.008954384
27.94,-0.002026499
27.96,0.005914503
27.98,0.013845619
28,0.021322246
28.02,0.021480882
28.04,0.013152521
28.06,0.004816159
28.08,-0.002350508
28.1,-0.010145585
28.12,-0.018190978
28.14,-0.02598339
28.16,-0.033112826
28.18,-0.037522289
28.2,-0.040405782
28.22,-0.039728307
28.24,-0.035355865
28.26,-0.028434454
28.28,-0.018220075
28.3,-0.007453625
28.32,0.002926798
28.34,0.013505896
28.36,0.024306172
28.38,0.035137427
28.4,0.046055664
28.42,0.054863882
28.44,0.054186081
28.46,0.048781259
28.48,0.039615414
28.5,0.027114539
28.52,0.014756631
28.54,0.002984782
28.56,-0.008902513
28.58,-0.020746361
28.6,-0.030146469
28.62,-0.035444642
28.64,-0.038677886
28.66,-0.039510204
28.68,-0.0398576
28.7,-0.040114077
28.72,-0.038604634
28.74,-0.036884274
28.76,-0.036172994
28.78,-0.036015795
28.8,-0.034644672
28.82,-0.031974622
28.84,-0.029985642
28.86,-0.027713726
28.88,-0.021715869
28.9,-0.014126064
28.92,-0.007491804
28.94,-0.001092682
28.96,0.004082611
28.98,0.005424081
29,0.005992635
29.02,0.007603982
29.04,0.009647529
29.06,0.012414382
29.08,0.015924049
29.1,0.017488735
29.12,0.017571447
29.14,0.018383191
29.16,0.019566971
29.18,0.020235793
29.2,0.020817661
29.22,0.021528578
29.24,0.022250547
29.26,0.023208573
29.28,0.024236655
29.3,0.023335797
29.32,0.019794999
29.34,0.016002262
29.36,0.012542585
29.38,0.008847068
29.4,0.005030009
29.42,0.001322509
29.44,-0.001550934
29.46,-0.002399721
29.48,-0.002749954
29.5,-0.005163433
29.52,-0.00908996
29.54,-0.012473935
29.56,-0.015341059
29.58,-0.016144133
29.6,-0.011144156
29.62,-0.004177029
29.64,0.002210851
29.66,0.008906982
29.68,0.016117267
29.7,0.022921506
29.72,0.024406798
29.74,0.021520143
29.76,0.019075541
29.78,0.016988989
29.8,0.014266486
29.82,0.011231029
29.84,0.008144915
29.86,0.007146541
29.88,0.008871404
29.9,0.0103186
29.92,0.010933326
29.94,0.011361077
29.96,0.01143785
29.98,0.010028639
30,0.00720724
30.02,0.004155048
30.04,0.000977458
30.06,-0.002701136
30.08,-0.00875494
30.1,-0.016722557
30.12,-0.024374795
30.14,-0.028580056
30.16,-0.029580346
30.18,-0.030736667
30.2,-0.032267022
30.22,-0.031596414
30.24,-0.027711843
30.26,-0.023652309
30.28,-0.020160812
30.3,-0.016561351
30.32,-0.013067924
30.34,-0.01103653
30.36,-0.010038967
30.38,-0.008864331
30.4,-0.00722862
30.42,-0.003668032
30.44,0.000970438
30.46,0.005316792
30.48,0.009524734
30.5,0.013788766
30.52,0.016554992
30.54,0.016379214
30.56,0.015650434
30.58,0.015282654
30.6,0.013639875
30.62,0.009626798
30.64,0.005246124
30.66,0.001196754
30.68,-0.002842114
30.7,-0.004210677
30.72,-0.002316937
30.74,-0.000385433
30.76,0.001127256
30.78,0.002750611
30.8,0.003151271
30.82,0.002603336
30.84,0.002439308
30.86,0.002585787
30.88,0.002912871
30.9,0.004554563
30.92,0.007904561
30.94,0.011680265
30.96,0.015613575
30.98,0.019521891
31,0.019477212
31.02,0.016865536
31.04,0.01508486
31.06,0.013910184
31.08,0.012676503
31.1,0.011020815
31.12,0.008952517
31.14,0.007141604
31.16,0.005666674
31.18,0.004369021
31.2,0.003241541
31.22,0.001225531
31.24,-0.003415814
31.26,-0.008675599
31.28,-0.013650328
31.3,-0.020842305
31.32,-0.030458334
31.34,-0.040139418
31.36,-0.04841156
31.38,-0.053311761
31.4,-0.056771021
31.42,-0.05459534
31.44,-0.047800714
31.46,-0.041949141
31.48,-0.035634616
31.5,-0.024989131
31.52,-0.013449681
31.54,-0.003153658
31.56,0.006863345
31.58,0.016211538
31.6,0.022436927
31.62,0.02721732
31.64,0.031492723
31.66,0.030871143
31.68,0.027429585
31.7,0.024849054
31.72,0.022826553
31.74,0.020871086
31.76,0.018039656
31.78,0.015069264
31.8,0.012270913
31.82,0.009414103
31.84,0.006424637
31.86,0.003315314
31.88,0.000495646
31.9,-0.000623828
31.92,-0.001057385
31.94,-0.002106727
31.96,-0.003535922
31.98,-0.00494737
32,-0.003966569
32.02,-0.000794589
32.04,0.00195518
32.06,0.004187731
32.08,0.006476833
32.1,0.008706488
32.12,0.010831496
32.14,0.013232959
32.16,0.015745475
32.18,0.018323045
32.2,0.021143668
32.22,0.024331343
32.24,0.027844069
32.26,0.031006844
32.28,0.027811664
32.3,0.020041527
32.32,0.013351427
32.34,0.00755086
32.36,0.001652822
32.38,-0.003992894
32.4,-0.008644092
32.42,-0.010344679
32.44,-0.010571658
32.46,-0.011001634
32.48,-0.011242613
32.5,-0.011460599
32.52,-0.012959594
32.54,-0.016687604
32.56,-0.020461631
32.58,-0.023818678
32.6,-0.027007748
32.62,-0.029633842
32.64,-0.027107962
32.66,-0.021155108
32.68,-0.01591528
32.7,-0.011105478
32.72,-0.005997499
32.74,-0.000979922
32.76,0.003801894
32.78,0.00850791
32.8,0.013126208
32.82,0.01733189
32.84,0.021140557
32.86,0.024996208
32.88,0.027124845
32.9,0.025526466
32.92,0.02324907
32.94,0.020083656
32.96,0.00980072
32.98,-0.004024639
33,-0.016807726
33.02,-0.027513243
33.04,-0.032563793
33.06,-0.034495378
33.08,-0.030596999
33.1,-0.022719657
33.12,-0.015451351
33.14,-0.00867768
33.16,-0.001578842
33.18,0.005477263
33.2,0.012315537
33.22,0.019098682
33.24,0.025847799
33.26,0.032510889
33.28,0.035307951
33.3,0.028240985
33.32,0.01852199
33.34,0.008577462
33.36,-0.0028042
33.38,-0.014513201
33.4,-0.024769341
33.42,-0.029202525
33.44,-0.030922754
33.46,-0.033458029
33.48,-0.035953351
33.5,-0.03558272
33.52,-0.032412133
33.54,-0.02930359
33.56,-0.026441086
33.58,-0.021696619
33.6,-0.014553184
33.62,-0.007314275
33.64,-0.000359049
33.66,0.00680938
33.68,0.014048339
33.7,0.018023692
33.72,0.015608044
33.74,0.012125399
33.76,0.009643962
33.78,0.006924937
33.8,0.003915527
33.82,0.001056235
33.84,-0.001751235
33.86,-0.004600081
33.88,-0.005928997
33.9,-0.004537583
33.92,-0.002793533
33.94,-0.001481543
33.96,-5.80638E-05
33.98,0.001470266
34,0.002919895
34.02,0.004731577
34.04,0.007682017
34.06,0.010956518
34.08,0.014054484
34.1,0.017182517
34.12,0.02039462
34.14,0.023609797
34.16,0.026840047
34.18,0.029890373
34.2,0.029511775
34.22,0.025593253
34.24,0.021847806
34.26,0.018700433
34.28,0.01543613
34.3,0.013467897
34.32,0.014305729
34.34,0.015648624
34.36,0.016591577
34.38,0.017680586
34.4,0.018932644
34.42,0.020143748
34.44,0.021198892
34.46,0.01861507
34.48,0.011327275
34.5,0.003883902
34.52,-0.002901458
34.54,-0.010009012
34.56,-0.017317766
34.58,-0.024516527
34.6,-0.030366303
34.62,-0.032382099
34.64,-0.033304919
34.66,-0.034885769
34.68,-0.034617652
34.7,-0.02815157
34.72,-0.019747526
34.74,-0.01242552
34.76,-0.005333853
34.78,0.001951875
34.8,0.006629864
34.82,0.007255313
34.84,0.007473322
34.86,0.00819099
34.88,0.008618118
34.9,0.008774403
34.92,0.007445445
34.94,0.004121342
34.96,0.000667574
34.98,-0.002542802
35,-0.006005348
35.02,-0.009546244
35.04,-0.013021393
35.06,-0.016370095
35.08,-0.019605851
35.1,-0.020702662
35.12,-0.019338528
35.14,-0.017937449
35.16,-0.016821422
35.18,-0.015475447
35.2,-0.014008522
35.22,-0.012559644
35.24,-0.011057812
35.26,-0.009472221
35.28,-0.00783007
35.3,-0.006132853
35.32,-0.004371169
35.34,-0.002547812
35.36,-0.000666419
35.38,0.001272233
35.4,0.00326623
35.42,0.005312014
35.44,0.00740639
35.46,0.009546062
35.48,0.011725932
35.5,0.013585505
35.52,0.012805083
35.54,0.010239669
35.56,0.008010666
35.58,0.005973375
35.6,0.003744699
35.62,0.001516338
35.64,-0.000640494
35.66,-0.002810527
35.68,-0.004435228
35.7,-0.002849307
35.72,0.000466249
35.74,0.003318312
35.76,0.006032113
35.78,0.008955845
35.8,0.011144909
35.82,0.011000806
35.84,0.010100737
35.86,0.009540204
35.88,0.008933907
35.9,0.008166647
35.92,0.007430223
35.94,0.007676636
35.96,0.009603085
35.98,0.01173727
36,0.013594491
36.02,0.015510746
36.04,0.017292034
36.06,0.016825353
36.08,0.014505701
36.1,0.012393077
36.12,0.010477476
36.14,0.008366996
36.16,0.006037934
36.18,0.003089985
36.2,-0.000129445
36.22,-0.003265388
36.24,-0.006390919
36.26,-0.009554152
36.28,-0.01266289
36.3,-0.013913437
36.32,-0.012523995
36.34,-0.010976568
36.36,-0.010441158
36.38,-0.011371768
36.4,-0.012597398
36.42,-0.013632051
36.44,-0.014709727
36.46,-0.015841429
36.48,-0.016598156
36.5,-0.015603909
36.52,-0.013788687
36.54,-0.01222849
36.56,-0.010704317
36.58,-0.009058767
36.6,-0.007426838
36.62,-0.005827728
36.64,-0.004215335
36.66,-0.002596258
36.68,-0.000984494
36.7,0.000488588
36.72,0.000373363
36.74,-0.00106736
36.76,-0.002365026
36.78,-0.003514595
36.8,-0.004799063
36.82,-0.005390528
36.84,-0.003318788
36.86,-0.000251809
36.88,0.00239862
36.9,0.005036593
36.92,0.007840082
36.94,0.01060899
36.96,0.013355119
36.98,0.016028272
37,0.018715449
37.02,0.021396654
37.04,0.023574885
37.06,0.021954145
37.08,0.017759431
37.1,0.014023745
37.12,0.010552085
37.14,0.006804949
37.16,0.003065335
37.18,-0.000223219
37.2,-0.000488324
37.22,0.001519908
37.24,0.003249963
37.26,0.004773631
37.28,0.00656331
37.3,0.008407695
37.32,0.010204487
37.34,0.011717981
37.36,0.010826475
37.38,0.008289465
37.4,0.006071349
37.42,0.004051222
37.44,0.001876081
37.46,-0.000281598
37.48,-0.002752359
37.5,-0.006011866
37.52,-0.009400703
37.54,-0.012632674
37.56,-0.015867382
37.58,-0.01819113
37.6,-0.017065922
37.62,-0.014611758
37.64,-0.012677643
37.66,-0.010757576
37.68,-0.008620459
37.7,-0.006530893
37.72,-0.004528079
37.74,-0.003530318
37.76,-0.00415861
37.78,-0.004979055
37.8,-0.005584053
37.82,-0.006302105
37.84,-0.007119212
37.86,-0.007923271
37.88,-0.008025085
37.9,-0.00672885
37.92,-0.005229568
37.94,-0.004005738
37.96,-0.003291557
37.98,-0.005433426
38,-0.009227142
38.02,-0.012711305
38.04,-0.016141213
38.06,-0.018404164
38.08,-0.017008156
38.1,-0.014720186
38.12,-0.013110251
38.14,-0.011499347
38.16,-0.009749871
38.18,-0.008139918
38.2,-0.006641584
38.22,-0.005170864
38.24,-0.003751855
38.26,-0.00240015
38.28,-0.001098045
38.3,0.000161556
38.32,0.001379486
38.34,0.002561422
38.36,0.004033878
38.38,0.00729166
38.4,0.011506571
38.42,0.015488518
38.44,0.019349503
38.46,0.022080532
38.48,0.023196608
38.5,0.024245733
38.52,0.02498491
38.54,0.023547141
38.56,0.021286427
38.58,0.019413769
38.6,0.016980166
38.62,0.013763618
38.64,0.010692125
38.66,0.007817385
38.68,0.004935797
38.7,0.002111659
38.72,-0.000599211
38.74,-0.003154274
38.76,-0.004692272
38.78,-0.005267628
38.8,-0.005809942
38.82,-0.006366716
38.84,-0.006751052
38.86,-0.00702275
38.88,-0.007228712
38.9,-0.007338139
38.92,-0.007345431
38.94,-0.007262489
38.96,-0.007091112
38.98,-0.006829902
39,-0.006056358
39.02,-0.00409848
39.04,-0.001795867
39.06,0.000405161
39.08,0.002699965
39.1,0.005115984
39.12,0.00756644
39.14,0.010054532
39.16,0.012595062
39.18,0.014984628
39.2,0.015991231
39.22,0.016064869
39.24,0.016314541
39.26,0.016657246
39.28,0.016883982
39.3,0.017088746
39.32,0.017302535
39.34,0.017459346
39.36,0.016557176
39.38,0.01361102
39.4,0.010253874
39.42,0.007125833
39.44,0.003835191
39.46,0.000355974
39.48,-0.002994814
39.5,-0.005260189
39.52,-0.007078485
39.54,-0.009182009
39.56,-0.011473564
39.58,-0.014006857
39.6,-0.01685419
39.62,-0.019861569
39.64,-0.022976998
39.66,-0.024754479
39.68,-0.023145015
39.7,-0.020904609
39.72,-0.019320261
39.74,-0.017716973
39.76,-0.016019746
39.78,-0.014471578
39.8,-0.013023471
39.82,-0.011582424
39.84,-0.009220734
39.86,-0.004992302
39.88,-0.000455825
39.9,0.003771698
39.92,0.008062569
39.94,0.012441689
39.96,0.01640936
39.98,0.015988983
40,0.011955558
40.02,0.008360386
40.04,0.005216067
40.06,0.001753301
40.08,-0.001711614
40.1,-0.005006977
40.12,-0.008572988
40.14,-0.012515748
40.16,-0.016388557
40.18,-0.020124414
40.2,-0.023806319
40.22,-0.025903271
40.24,-0.024478267
40.26,-0.022254306
40.28,-0.020488384
40.3,-0.018532498
40.32,-0.016319643
40.34,-0.014094815
40.36,-0.01177201
40.38,-0.008125521
40.4,-0.002845644
40.42,0.002554828
40.44,0.007820701
40.46,0.01327488
40.48,0.018933671
40.5,0.022803479
40.52,0.022463309
40.54,0.021310166
40.56,0.020881052
40.58,0.020367972
40.6,0.019687927
40.62,0.019138921
40.64,0.017826954
40.66,0.013827028
40.68,0.008934343
40.7,0.004486101
40.72,3.06587E-05
40.74,-0.003339657
40.76,-0.002102073
40.78,0.000914494
40.8,0.003190124
40.82,0.005408736
40.84,0.007891991
40.86,0.010282089
40.88,0.01255563
40.9,0.014824212
40.92,0.016951836
40.94,0.0162925
